EntityID,Entidad,DxSindromatico
2715,CAPITALSALUD E.P.S - S S.A.S,TRAUMA CERRADO
2764,SEGUROS LA PREVISORA,FRACTURA ABIERTA CON SANGRADO O DOLOR
213,E.P.S. SANITAS CONTRIBUTIVO.,HIPERTENSION O HIPOTENSION SEVERA
288,ASMET SALUD CONTRIBUTIVO,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
303,NUEVA EPS,SINDROME CONVULSIVO
308,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR AGUDO
327,EMSSANAR E.P.S S.A.S,DOLOR NO ESPECIFICADO
438,ASMET SALUD CONTRIBUTIVO,TOS CON EXPECTORACION Y FIEBRE
477,NUEVA EPS,RETENCION URINARIA
586,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,OTROS TRASTORNOS DE ANSIEDAD
597,ASMET SALUD CONTRIBUTIVO,INTENTO DE SUICIDIO
693,UNION TEMPORAL TOLIHUILA,CONJUNTIVITIS
701,PARTICULARES,CONJUNTIVITIS
795,CAPITALSALUD E.P.S - S S.A.S,OTALGIA OTORREA Y FIEBRE
816,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,OTALGIA OTORREA Y FIEBRE
842,EMSSANAR E.P.S S.A.S,VERTIGO SIN EMESIS
924,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,PARO RESPIRATORIO
939,SECRETARIA DE SALUD DPTAL DEL HUILA,FALLA CARDIACA DESCONPENSADA
981,NUEVA EPS,CIANOSIS
1121,SURAMERICANA SALUD,DOLOR NO ESPECIFICADO
1187,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,EPISTAXIS + HTA + CEFALEA
1190,ASMET SALUD CONTRIBUTIVO,TRAUMA NASAL SIN DISNEA
1394,LA EQUIDAD SEGUROS O.C,DOLOR NO ESPECIFICADO
1426,NUEVA EPS,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
1455,EPS SURAMERICANA S.A.,URTICARIA ALERGICA
1489,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ARTRALGIAS
1497,LA EQUIDAD SEGUROS O.C,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1642,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR TORAXICO
1651,CAPITALSALUD E.P.S - S S.A.S,DOLOR TORACICO CON LA INSPIRACION
1662,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1703,ARMADA NACIONAL,DIARREA SIN COMPROMISO GENERAL
1715,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL EN MUJER SEXUALMENTE ACTIVA
1752,ARMADA NACIONAL,CELULITIS DE SITIO NO ESPECIFICADO
1810,E.P.S. SANITAS CONTRIBUTIVO.,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2030,CAPITALSALUD E.P.S - S S.A.S,RETENCION URINARIA AGUDA
2044,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,MAREO
2080,CAPITALSALUD E.P.S - S S.A.S,CEFALEA Y FIEBRE
2141,MALLAMAS EPS,CEFALEA CRONICA
2171,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,SINCOPE
2242,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,CONTUSIONES
2274,MALLAMAS EPS,HERIDA DE OTRA PARTE NO ESPECIFICADA
2294,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2314,ASMET SALUD CONTRIBUTIVO,TCE LEVE
2331,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,CONTUSIONES
2381,SEGUROS LA PREVISORA,TCE LEVE
2400,SECRETARIA DE SALUD DPTAL DEL HUILA,FRACTURAS
2436,ASMET SALUD CONTRIBUTIVO,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2479,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2486,FIDUCIARIA CENTRAL,TRAUMA PENETRANTE
2488,ASOCIACION INDIGENA DEL CAUCA AIC,HERIDAS POR VIOLENCIA
2633,SEGUROS COMERCIAL BOLIVAR SOAT,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2685,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,TRAUMA EN CADERA CON DOLOR
2722,LIBERTY SEGUROS S.A.,DOLOR MUSCULAR SIN OTROS SINTOMAS
2723,LA EQUIDAD SEGUROS O.C,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2753,SEGUROS COMERCIAL BOLIVAR SOAT,TRAUMA CERRADO DE MANO Y PIE
2842,POSITIVA COMPAÑIA DE SEGUROS,ARDOR OCULAR
2855,NUEVA EPS,LESIN AUTOINFLINGIDAS
2880,PARTICULARES,ALERGIA NO ESPECIFICADA
2881,LIBERTY SEGUROS S.A.,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
2889,ASEGURADORA SOLIDARIA DE COLOMBIA,FRACTURAS
2910,DIRECCION DE SANIDAD MILITAR,INTENTO DE SUICIDIO
38,NUEVA EPS,TOS CON EXPECTORACION Y FIEBRE
61,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DIARREA SIN COMPROMISO GENERAL
194,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL SEVERO
230,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR NO ESPECIFICADO
407,ASMET SALUD CONTRIBUTIVO,CEFALEA INTENSA MIGRAÑA
532,E.P.S. SANITAS CONTRIBUTIVO.,OTROS TRASTORNOS DE ANSIEDAD
557,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR PRECORDIAL
585,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,EPISODIO DEPRESIVO
588,MALLAMAS EPS,"DISURIA, POLAQUIURIA, FIEBRE"
677,ASMET SALUD CONTRIBUTIVO,ESPASMO MUSCULAR
744,NUEVA EPS,CAMBIOS GRADUALES DE VISION NO SUBITOS
811,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,ARTRALGIAS  FIEBRE
849,SERVICIO NACIONAL DE APRENDIZAJE SENA,VERTIGO CON EMESIS
927,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,HERIDA DE OTRA PARTE NO ESPECIFICADA
941,ASMET SALUD CONTRIBUTIVO,FALLA CARDIACA DESCONPENSADA
943,ASMET SALUD CONTRIBUTIVO,DISNEA CON TIRAJES  CIANOSIS
997,SECRETARIA DE SALUD DPTAL DEL HUILA,HIPERTENSION O HIPOTENSION SEVERA
1007,CAPITALSALUD E.P.S - S S.A.S,TOS SECA MALESTAR GENERAL FIEBRE
1012,DIRECCION DE SANIDAD MILITAR,TOS SECA SIN COMPROMISO GENERAL
1018,PARTICULARES,TOS SECA MALESTAR GENERAL FIEBRE
1079,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,SINDROME FEBRIL
1111,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,URTICARIA NO ESPECIFICADA
1145,NUEVA EPS,TOS CRONICA
1168,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,CRISIS  ASMATICAS
1181,MALLAMAS EPS,DISNEA SUBITA
1228,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CRISIS  ASMATICAS
1264,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,DOLOR ABDOMINAL INTERMITENTE
1364,PARTICULARES,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1380,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,EDEMA SIN TRAUMA
1607,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,DOLOR NO ESPECIFICADO
1613,CAPITALSALUD E.P.S - S S.A.S,ARTRALGIAS
1709,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,"DISURIA, POLAQUIURIA, FIEBRE"
1714,EMSSANAR E.P.S S.A.S,INFECCION VIAS URINARIAS
1865,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR TORAXICO
1992,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,SINDROME EMETICO
2016,EPS FAMISANAR SAS,HEMATURIA
2020,EMSSANAR E.P.S S.A.S,HEMATURIA
2142,ALIANSALUD EPS,CEFALEA
2259,AXA COLPATRIA SEGUROS S.A.,TRAUMATISMO CRANEOENCEFALICO
2432,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2461,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA PENETRANTE TORAX
2531,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERIDAS POR VIOLENCIA
2532,COMPENSAR E.P.S CONTRIBUTIVO,HERIDAS POR VIOLENCIA
2568,COLMEDICA MEDICINA PREPAGADA,CONTUSIONES
2576,POSITIVA COMPAÑIA DE SEGUROS,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2619,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2761,DIRECCION DE SANIDAD MILITAR,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2800,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,CUERPO EXTRAÑO EN EL OJO
2817,E.P.S. SANITAS CONTRIBUTIVO.,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2847,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ENVENENAMIENTO ACCIDENTAL
2864,CAPITALSALUD E.P.S - S S.A.S,ABUSO SEXUAL
2875,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,PRURITO NO ESPECIFICADO
2904,SECRETARIA DE SALUD DPTAL DEL HUILA,INTENTO DE SUICIDIO
55,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DIARREA SIN COMPROMISO GENERAL
208,UNION TEMPORAL TOLIHUILA,DOLOR ABDOMINAL
233,E.P.S. SANITAS CONTRIBUTIVO.,CELULITIS DE SITIO NO ESPECIFICADO
242,NUEVA EPS,SECRECION DE PUS URETRAL
257,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TOS CON EXPECTORACION Y FIEBRE
259,UNION TEMPORAL TOLIHUILA,DERMATITIS HERPETIFORME
267,NUEVA EPS,DERMATITIS NO ESPECIFICADA
434,UNION TEMPORAL TOLIHUILA,ANEMIA NUTRICIONAL
486,SANITAS PREPAGADA,DIABETES
601,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
726,ASMET SALUD CONTRIBUTIVO,TRAUMA OCULAR NO AGUDO
730,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,ULCERA CRONICA DE LA PIEL NO CLASIFICADA EN OTRA PARTE
766,MEDPLUS MEDICINA PREPAGADA,CAMBIOS GRADUALES DE VISION NO SUBITOS
825,ASMET SALUD CONTRIBUTIVO,VERTIGO SIN EMESIS
1080,EMSSANAR E.P.S S.A.S,ARTRALGIAS  FIEBRE
1144,MEDPLUS MEDICINA PREPAGADA,TOS CON EXPECTORACION Y FIEBRE
1247,ASMET SALUD CONTRIBUTIVO,LESIONES EN MUCOSA ORAL
1252,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR ABDOMINAL INTERMITENTE
1286,SERV. OCCID. DE SALUD S.O.S.,DOLOR ABDOMINAL CONSTANTE
1491,FIDUCIARIA CENTRAL,DOLOR AGUDO
1499,ASMET SALUD CONTRIBUTIVO,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
1517,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1685,UNION TEMPORAL TOLIHUILA,INFECCION VIAS URINARIAS
1693,UNION TEMPORAL TOLIHUILA,INFECCION DE VIAS URINARIAS DURANTE EL EMBARAZO
1737,CAJACOPI ARS,DOLOR ABDOMINAL CONSTANTE
1764,ASMET SALUD CONTRIBUTIVO,DOLOR SEVERO EN MAMAS  FIEBRE
1777,MALLAMAS EPS,ENFERMEDAD PELVICA INFLAMATORIA
1788,MALLAMAS EPS,"VAGINITIS, VULVITIS Y VULVOVAGINITIS INFECCIOSA"
1789,E.P.S. SANITAS CONTRIBUTIVO.,INCONTINENCIA
1812,AXA COLPATRIA SEGUROS S.A.,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
1895,UT SERVISALUD SAN JOSE,DOLOR TORAXICO
1917,MEDPLUS MEDICINA PREPAGADA,DOLOR TORACICO CON LA PALPACION
1980,ECOPETROL,CEFALEA Y FIEBRE
1982,FIDUCIARIA CENTRAL,DOLOR ABDOMINAL CON DIARREA Y DHT
1994,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,VOMITO SIN SANGRE
2043,SEGUROS DEL ESTADO,VERTIGO SIN EMESIS
2281,CAPITALSALUD E.P.S - S S.A.S,HERIDA DE OTRA PARTE NO ESPECIFICADA
2385,DIRECCION DE SANIDAD MILITAR,ACCIDENTE DE TRANSITO
2469,EPS FAMISANAR SAS,HERIDAS POR VIOLENCIA
2484,FIDUCIARIA CENTRAL,TRAUMA CERRADO
2506,AXA COLPATRIA SEGUROS S.A.,TRAUMA CERRADO DE MANO Y PIE
2537,SEGUROS LA PREVISORA,FRACTURA DE LAS COSTILLAS DEL ESTERNON Y DE LA COLUMNA TORACICA DORSAL
2588,MALLAMAS EPS,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2617,SERV. OCCID. DE SALUD S.O.S.,FRACTURA DE HUESOS LARGOS
2664,MUNDIAL DE SEGUROS,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2694,E.P.S. SANITAS CONTRIBUTIVO.,FRACTURAS MULTIPLES
2709,MUNDIAL DE SEGUROS,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2726,MALLAMAS EPS,TRAUMA PENETRANTE
2816,DIRECCION DE SANIDAD MILITAR,CUERPO EXTRAÑO EN FARINGE ASOCIADO A DISNEA
2829,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,CUERPO EXTRAÑO EN FARINGE ASOCIADO A DISNEA
2870,SECRETARIA DE SALUD DPTAL DEL HUILA,SHOCK  ANAFILACTICO
2913,NUEVA EPS,DICTAMEN DE EMBRIAGUEZ
19,NUEVA EPS,DOLOR ABDOMINAL
52,NUEVA EPS,CEFALEA Y FIEBRE
81,PARTICULARES,DOLOR ABDOMINAL INTERMITENTE
87,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR AGUDO
135,NUEVA EPS,ARTRALGIAS  FIEBRE
178,DIRECCION DE SANIDAD MILITAR,DOLOR AGUDO
209,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,CEFALEA
301,E.P.S. SANITAS CONTRIBUTIVO.,TOS CRONICA
331,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TOXOPLASMOSIS
360,E.P.S. SANITAS CONTRIBUTIVO.,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
442,UNION TEMPORAL TOLIHUILA,PALIDEZ CUTANEA Y FRIALDAD
537,E.P.S. SANITAS CONTRIBUTIVO.,TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO
558,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
567,E.P.S. SANITAS CONTRIBUTIVO.,TRASTORNO AFECTIVO BIPOLAR
579,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,EPISODIO DEPRESIVO
581,MALLAMAS EPS,SINCOPE O LIPOTIMIA
615,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
622,ASMET SALUD CONTRIBUTIVO,SINDROME CONVULSIVO
625,ASMET SALUD CONTRIBUTIVO,SANGRADO EN PACIENTE HEMOFILICO
633,UNION TEMPORAL TOLIHUILA,CEFALEA INTENSA MIGRAÑA
676,NUEVA EPS,TROMBOSIS VENOSA PROFUNDA
683,NUEVA EPS,ARTRALGIAS
804,NUEVA EPS,"RINORREA, DOLOR FRONTAL, FIEBRE"
824,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA PENETRANTE
868,CAJACOPI ARS,HIPERTENSION O HIPOTENSION LEVE
902,E.P.S. SANITAS CONTRIBUTIVO.,HEMOPTISIS MODERADA
980,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TROMBOSIS VENOSA PROFUNDA
1206,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,DISNEA PACIENTE CON EPOC
1319,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HEMATEMESIS MASIVA
1359,E.P.S. SANITAS CONTRIBUTIVO.,ACCIDENTE EN DOMICILIO
1589,EPS SURAMERICANA S.A.,DOLOR ABDOMINAL INTERMITENTE
1610,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,TRAUMA CERRADO
1657,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR NO ESPECIFICADO
1702,SECRETARIA DE SALUD DPTAL DEL HUILA,INFECCION VIAS URINARIAS
1705,ASMET SALUD CONTRIBUTIVO,INFECCION GONOCOCICA DEL TRACTO URINARIO
1870,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR TORACICO CON LA PALPACION
1942,ASOCIACION INDIGENA DEL CAUCA AIC,HEMATURIA
2000,COLMEDICA MEDICINA PREPAGADA,CEFALEA Y FIEBRE
2010,NUEVA EPS,TRAUMA FACIAL CON OBSTRUCCION DE LA VIA AEREA
2032,E.P.S. SANITAS CONTRIBUTIVO.,ABORTO RETENIDO
2045,UNION TEMPORAL TOLIHUILA,BRADICARDIA
2100,PARTICULARES,ARTRALGIAS  FIEBRE
2409,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,TRAUMA CERRADO
2485,ASOCIACION INDIGENA DEL CAUCA AIC,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2509,SEGUROS LA PREVISORA,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2550,EMSSANAR E.P.S S.A.S,FRACTURAS
2551,EMSSANAR E.P.S S.A.S,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2629,ASOCIACION INDIGENA DEL CAUCA AIC,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2704,MAPFRE SEGUROS GENERALES DE COLOMBIA S A,CONTUSIONES
2759,SURAMERICANA SALUD,TRAUMA CERRADO DE MANO Y PIE
2811,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,CUERPO EXTRAÑO EN NARIZ
2819,EMSSANAR E.P.S S.A.S,CUERPO EXTRAÑO EN FARINGE ASOCIADO A DISNEA
2833,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
2892,COMFENALCO  VALLE  SUBSIDIADO,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
22,ASMET SALUD CONTRIBUTIVO,VOMITO SIN SANGRE
111,DIRECCION DE SANIDAD MILITAR,CEFALEA Y FIEBRE
117,UNION TEMPORAL TOLIHUILA,CEFALEA Y FIEBRE
158,MALLAMAS EPS,DOLOR ABDOMINAL
183,NUEVA EPS,SANGRADO RECTAL SIN COMPROMISO
187,ASMET SALUD CONTRIBUTIVO,ESTREÑIMIENTO
211,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR AGUDO
238,ASMET SALUD CONTRIBUTIVO,EDEMA SIN TRAUMA
275,EPS FAMISANAR SAS,DERMATITIS INFECCIOSA
277,NUEVA EPS,DOLOR OCULAR
291,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR ABDOMINAL INTERMITENTE
320,SECRETARIA DE SALUD DPTAL DEL HUILA,DERMATITIS ATOPICA NO ESPECIFICADA
455,ASMET SALUD CONTRIBUTIVO,PALPITACIONES SIN COMPROMISO GENERAL
566,ASMET SALUD CONTRIBUTIVO,HERIDA DE OTRA PARTE NO ESPECIFICADA
628,DIRECCION DE SANIDAD MILITAR,EPISODIO CONVULSION
631,NUEVA EPS,CEFALEA INTENSA MIGRAÑA
653,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,ACCIDENTE DE TRANSITO
664,NUEVA EPS,IMPOSIBILIDAD PARA DEGLUTIR SIN DISNEA
684,FIDUCIARIA CENTRAL,EPISODIO DE PARESIA O PLEJIA
741,UNION TEMPORAL TOLIHUILA,TRAUMA OCULAR QUIMICO O FISICO
767,ASMET SALUD CONTRIBUTIVO,OTRAS CATARATAS
858,SEGUROS COMERCIAL BOLIVAR SOAT,OTORRAGIA /OTOLIQUIA POS TRAUMA
867,EMSSANAR E.P.S S.A.S,HIPERTENSION O HIPOTENSION LEVE
915,E.P.S. SANITAS CONTRIBUTIVO.,INFARTO AGUDO
1042,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,SINDROME FEBRIL
1130,EPS SURAMERICANA S.A.,TOS SECA MALESTAR GENERAL FIEBRE
1156,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DIARREA GASTROENTERITIS PRESUNTO ORIGEN INFECCIOSO
1196,ASMET SALUD CONTRIBUTIVO,CUERPO EXTRAÑO EN NARIZ
1351,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,CELULITIS DE SITIO NO ESPECIFICADO
1462,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,URTICARIA NO ESPECIFICADA
1644,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR TORAXICO
1661,PARTICULARES,DOLOR ABDOMINAL SEVERO
1713,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,INFECCION VIAS URINARIAS
1721,COLMEDICA MEDICINA PREPAGADA,INFECCION VIAS URINARIAS
1838,EPS FAMISANAR SAS,DISNEA SUBITA
1841,EPS FAMISANAR SAS,DOLOR TORACICO CON LA INSPIRACION
1844,FIDUCIARIA CENTRAL,DISNEA PACIENTE CON EPOC
1898,EPS FAMISANAR SAS,HIPERTENSION O HIPOTENSION SEVERA
1905,NUEVA EPS,DOLOR SEVERO EN EXTREMIDAD CON COMPROMISO CIRCULATORIO
1914,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,DOLOR ABDOMINAL SEVERO
1933,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR ABDOMINAL  FIEBRE  FLUJO VAGINAL
1937,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR ABDOMINAL EN MUJER SEXUALMENTE ACTIVA
1943,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,INFECCION VIAS URINARIAS
2006,PARTICULARES,PARESTESIAS ASOCIADAS A ANSIEDAD
2007,EPS FAMISANAR SAS,PARESTESIAS ASOCIADAS A ANSIEDAD
2026,SERV. OCCID. DE SALUD S.O.S.,RETENCION URINARIA
2066,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,LESIONES POR VIOLENCIA
2087,EPS SURAMERICANA S.A.,SINDROME CONVULSIVO
2162,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,SINCOPE O LIPOTIMIA
2328,ASMET SALUD CONTRIBUTIVO,HERIDAS POR VIOLENCIA
2330,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2382,MALLAMAS EPS,ACCIDENTE DE TRANSITO
2402,COLASISTENCIA,DOLOR AGUDO
2451,DIRECCION DE SANIDAD MILITAR,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2521,NUEVA EPS,FRACTURA DE HUESOS LARGOS
2548,AXA COLPATRIA SEGUROS S.A.,FRACTURA DE HUESOS LARGOS
2609,SEGUROS COMERCIAL BOLIVAR SOAT,FRACTURA DE HUESOS LARGOS
2744,CAJACOPI EPS S.A.S,DOLOR MUSCULAR SIN OTROS SINTOMAS
2787,LIBERTY SEGUROS S.A.,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
16,E.P.S. SANITAS CONTRIBUTIVO.,VOMITO SIN SANGRE
136,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR ABDOMINAL CON DIARREA Y DHT
139,PIJAOSALUD EPS-I,DOLOR ABDOMINAL
161,CAPITALSALUD E.P.S - S S.A.S,DIARREA SIN COMPROMISO GENERAL
177,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR ABDOMINAL SEVERO
192,PARTICULARES,DOLOR ABDOMINAL
193,CAPITALSALUD E.P.S - S S.A.S,DOLOR ABDOMINAL INTERMITENTE
198,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR TORAXICO
250,NUEVA EPS,PRURITO NO ESPECIFICADO
269,E.P.S. SANITAS CONTRIBUTIVO.,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
285,NUEVA EPS,EMESIS CUNCHO CAFE
314,ASMET SALUD CONTRIBUTIVO,TOS SECA SIN COMPROMISO GENERAL
350,NUEVA EPS,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
353,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,URTICARIA ALERGICA
373,ASMET SALUD CONTRIBUTIVO,ENFERMEDAD PULMONAR
402,E.P.S. SANITAS CONTRIBUTIVO.,MIOMATOSIS UTERINA
432,MALLAMAS EPS,HEMORRAGIA UTERINA DISFUNCIONAL
552,DIRECCION DE SANIDAD MILITAR,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
593,PARTICULARES,EPISODIO DEPRESIVO
641,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CEFALEA INTENSA MIGRAÑA
661,NUEVA EPS,DOLOR PUNZANTE  CEFALEA
665,EMSSANAR E.P.S S.A.S,EPISODIO DE PARESIA O PLEJIA
696,ASOCIACION INDIGENA DEL CAUCA AIC,CONJUNTIVITIS
735,E.P.S. SANITAS CONTRIBUTIVO.,CAMBIOS GRADUALES DE VISION NO SUBITOS
780,POSITIVA COMPAÑIA DE SEGUROS,DOLOR OCULAR
830,ASMET SALUD CONTRIBUTIVO,BRADICARDIA
864,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR TORAXICO
897,EMSSANAR E.P.S S.A.S,DISNEA SUBITA
898,ASMET SALUD CONTRIBUTIVO,HEMATEMESIS MASIVA
937,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR TORACICO CON LA PALPACION
964,NUEVA EPS,HEMORRAGIA SUBARACNOIDEA
1107,MALLAMAS EPS,ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION
1128,PIJAOSALUD EPS-I,CEFALEA Y FIEBRE
1142,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DISNEA MODERADA
1212,UNION TEMPORAL TOLIHUILA,DISNEA PACIENTE CON EPOC
